1.388260999999999967e+00	2.076096000000000164e+00	1.000000000000000000e+00
2.177246999999999932e+00	3.102304000000000173e+00	1.000000000000000000e+00
3.786450000000000093e-01	5.307610000000000383e+00	1.000000000000000000e+00
3.681731999999999783e+00	1.622681000000000040e+00	1.000000000000000000e+00
2.462861000000000189e+00	2.777896999999999839e+00	1.000000000000000000e+00
1.735953999999999997e+00	3.827090000000000103e+00	1.000000000000000000e+00
1.167994999999999894e+00	5.518099000000000309e+00	1.000000000000000000e+00
1.807107000000000019e+00	3.250987999999999989e+00	1.000000000000000000e+00
3.508637999999999924e+00	1.843391999999999920e+00	1.000000000000000000e+00
1.864732999999999974e+00	2.401942000000000021e+00	1.000000000000000000e+00
2.416360000000000063e+00	1.533123999999999931e+00	1.000000000000000000e+00
3.010206999999999855e+00	3.569472000000000200e+00	1.000000000000000000e+00
1.021681000000000061e+00	4.510689000000000171e+00	1.000000000000000000e+00
3.773426000000000169e+00	2.289349999999999996e-01	1.000000000000000000e+00
-3.783099999999999657e-02	5.114899999999999558e+00	1.000000000000000000e+00
1.434476000000000084e+00	4.037900999999999740e+00	1.000000000000000000e+00
3.153464000000000045e+00	2.681303000000000214e+00	1.000000000000000000e+00
3.824688999999999783e+00	2.107575000000000198e+00	1.000000000000000000e+00
3.684098999999999791e+00	6.324020000000000197e-01	1.000000000000000000e+00
1.972013000000000016e+00	2.889409999999999812e+00	1.000000000000000000e+00
-2.685199999999999809e-01	5.033146000000000342e+00	1.000000000000000000e+00
5.059219999999999828e-01	5.396049999999999791e+00	1.000000000000000000e+00
8.614300000000000290e-01	4.359509000000000079e+00	1.000000000000000000e+00
2.310166000000000164e+00	1.969608000000000025e+00	1.000000000000000000e+00
-1.069797000000000109e+00	5.405615000000000059e+00	1.000000000000000000e+00
5.707480000000000331e-01	4.664791000000000132e+00	1.000000000000000000e+00
2.718053999999999970e+00	3.861631000000000036e+00	1.000000000000000000e+00
2.836199999999999832e+00	1.784931000000000045e+00	1.000000000000000000e+00
2.537878000000000078e+00	1.713435000000000041e+00	1.000000000000000000e+00
1.972407999999999939e+00	2.981157000000000057e+00	1.000000000000000000e+00
2.000061000000000089e+00	2.730237999999999943e+00	1.000000000000000000e+00
3.548569000000000084e+00	1.710109999999999963e-01	1.000000000000000000e+00
2.605542999999999942e+00	3.275539999999999896e+00	1.000000000000000000e+00
3.033729999999999816e+00	2.663343999999999934e+00	1.000000000000000000e+00
2.057012999999999980e+00	3.528919000000000139e+00	1.000000000000000000e+00
2.804546000000000205e+00	2.139441000000000148e+00	1.000000000000000000e+00
1.466177999999999981e+00	3.175988999999999951e+00	1.000000000000000000e+00
-8.615499999999999547e-02	4.470365000000000144e+00	1.000000000000000000e+00
2.167505999999999933e+00	3.133119000000000209e+00	1.000000000000000000e+00
