1.499999999999999944e-01	0.000000000000000000e+00	1.000000000000000000e+00
1.499999999999999944e-01	2.500000000000000000e-01	1.000000000000000000e+00
1.499999999999999944e-01	5.000000000000000000e-01	1.000000000000000000e+00
1.499999999999999944e-01	7.500000000000000000e-01	1.000000000000000000e+00
1.499999999999999944e-01	1.000000000000000000e+00	1.000000000000000000e+00
1.499999999999999944e-01	1.250000000000000000e+00	1.000000000000000000e+00
1.499999999999999944e-01	1.500000000000000000e+00	1.000000000000000000e+00
1.499999999999999944e-01	1.750000000000000000e+00	1.000000000000000000e+00
1.499999999999999944e-01	2.000000000000000000e+00	1.000000000000000000e+00
1.499999999999999944e-01	2.250000000000000000e+00	1.000000000000000000e+00
1.499999999999999944e-01	2.500000000000000000e+00	1.000000000000000000e+00
1.499999999999999944e-01	2.750000000000000000e+00	1.000000000000000000e+00
1.499999999999999944e-01	3.000000000000000000e+00	1.000000000000000000e+00
-1.499999999999999944e-01	3.000000000000000000e+00	2.000000000000000000e+00
-1.499999999999999944e-01	2.750000000000000000e+00	2.000000000000000000e+00
-1.499999999999999944e-01	2.500000000000000000e+00	2.000000000000000000e+00
-1.499999999999999944e-01	2.250000000000000000e+00	2.000000000000000000e+00
-1.499999999999999944e-01	2.000000000000000000e+00	2.000000000000000000e+00
-1.499999999999999944e-01	1.750000000000000000e+00	2.000000000000000000e+00
-1.499999999999999944e-01	1.500000000000000000e+00	2.000000000000000000e+00
-1.499999999999999944e-01	1.250000000000000000e+00	2.000000000000000000e+00
-1.499999999999999944e-01	1.000000000000000000e+00	2.000000000000000000e+00
-1.499999999999999944e-01	7.500000000000000000e-01	2.000000000000000000e+00
-1.499999999999999944e-01	5.000000000000000000e-01	2.000000000000000000e+00
-1.499999999999999944e-01	2.500000000000000000e-01	2.000000000000000000e+00
-1.499999999999999944e-01	0.000000000000000000e+00	2.000000000000000000e+00
1.590286999999999951e-01	4.148029999999999773e-01	1.000000000000000000e+00
-1.590286999999999951e-01	2.585196999999999967e+00	2.000000000000000000e+00
1.615556999999999965e-01	8.163108999999999504e-01	1.000000000000000000e+00
-1.615556999999999965e-01	2.183689000000000213e+00	2.000000000000000000e+00
1.627657999999999883e-01	1.628365000000000062e+00	1.000000000000000000e+00
-1.627657999999999883e-01	1.371634999999999938e+00	2.000000000000000000e+00
1.638635999999999981e-01	7.786450000000000315e-01	1.000000000000000000e+00
-1.638635999999999981e-01	2.221354999999999968e+00	2.000000000000000000e+00
1.743435000000000124e-01	5.312497000000000469e-01	1.000000000000000000e+00
-1.743435000000000124e-01	2.468750000000000000e+00	2.000000000000000000e+00
1.781861999999999890e-01	1.774766000000000066e+00	1.000000000000000000e+00
-1.781861999999999890e-01	1.225233999999999934e+00	2.000000000000000000e+00
1.821549000000000085e-01	1.170735000000000081e+00	1.000000000000000000e+00
-1.821549000000000085e-01	1.829264999999999919e+00	2.000000000000000000e+00
1.851598000000000133e-01	4.267521000000000231e-01	1.000000000000000000e+00
